fname,text,score
1201_020024289.docx,"i think that winning the fight against poverty is achievable in our lifetime because in just 4 years the people of sauri have made a lot of progress their hospitals have free medicine for all of the most common diseases. 
another reason is that water and electricity is connected to the hospital. there are bed nets in ever sleeping site in sauri. 
the last reason is that there are no school fees and also the school serves lunch for the students. more people are attending school.",2
131501Y2_100169015.docx,the gilr is 12 years old she is an kenya. kenya do not have no mony for the net so millions of people will get sick becouases they do’t have $5 dolles the net is used for five years so i will gave tham 5 dollies. the school food budget is small so the story is,1
1081_020031846.docx,"1081_h020031846
yes. the author did convince me that we can win the war against poverty. one reason she convinced me was by how she said “the yala sub-district hospital has medicine free of charge for all the most commen diseases. water is connected to the hospital, which also has a generator for electricity. “i think that means that the hospital really is improving. another way she convinced was how she said “there are no school fees, and the school now serves lunch for the students. the attendance rate is way up.” i think this means that lots of kids are now going to school. the final way she convinced me was how she says “bed nets are used in every sleeping site in sauri.” i guess this means that now less people are getting malaria. 
",2
1431_020045466.docx,"yes, hannah sachs did convince me.  she wants to support or help the milliennium village in sauri, kenya.  her goal to finish all of this is 2015 or some other targets set for 2025.  the plan is to get people out of poverty they followed the village leaders into yala sub-district hospital, it was’nt in good shape.  there was’nt electricity or water.  there wern’t any doctors just one clinical oficer.
	their crops were dying because they couldn’t afford to buy the nessary fertalizer.  a family will plant seeds only to have an outcome of poor crops because of the lack of fertalizer. they wont have any food to come home to and the kids will go hungry.
	20,000 kids die every day due to mosqutios with malaria.  a bed net could prevent that from happening over night but people can not afford it.  each net cost $5$!
	kids could not attend school becouse parents couldnat affored the supplies.  some kids help with chores and fetch water and fire wood.  there was no miday meal so the kids did not have energy.",1
1312_020034430.docx,"i strongly agree that ""winning the fight against poverty is achievable in our lifetime"" because look at the change that has been done in sauri, kenya! in just four years, a big impact has been made by mony helpless people. these people struggle everyday just to live on their own and to get the education they need. can't you belive that only clinical officer is running such a bad shaped hospital? this has made me worry about what would happen next to these people. there is also no running water or electricity. how could people survive this life? it has been said that there are three kids to a bed and two adults to a bed. this is such a shame! malaria is another serious problem. this is a common disease that could make many children die and many adults sick. a bed net is one solution, but it costs five dollars. there is also some cheap medicine, yet 20,000 children still die each day. bed nets still could of saved millions of lived in africa. one other huge problem i would really like to introdice is about education. many of the children in kenya are not getting the education they want and need. this problem is caused because parents could not afford school fees. there are barely any supplies to be used and there is no midday meal. imagine going to school for at least eight hours and not having anytime to eat. this brings up the problem with food. it is so sad because farmers could not afford the fertilizer needed and irrigation. this is a question we need to think about while thinking about this problem: do we have all the materials needed and is there enough food for everyone?
in just four years, the millennium villages project has changed lives for all those people in kenya. you see, the big changes are that medicine has been charged free and water and electricity are now connected to the hosptial. sleeping nets are in every sleeping bag, kids get the education they all need, and enough crops has been planted for everyone to eat. it has been proved that if we all work together, we could all make history change starting with ourselves.",4
129501Y2_000519325.docx,i think that i would have to agree because the people there made a lot of progress in the last four years. they made progress by getting the medicine they needed to cure the malarial. also they had bed net to cover most of the beds in all sauri. also they had the schools have no fees. but another thing is that they had a generator for electricity. also the people from sauri had no hospital charges and the kids in the schools there could now have lunch and have energy by the end of the day. that’s why i was convinced by the author that wining the fight against poverty is achievable in our lifetime. but if you compare these achievments that the sauri people did here copared to how they were before you would like living here better. if you want to know why it is because before 2008 they were in a painful situation. in sauri before 2008 people didn’t have bed nets all over sauri. kids there didn’t have lunch. nor did adults and kids have medicine to cure malarial. also they hospitals in sauri didn’t have generators for electricity. but the worst thing is that the farmer’s crops were dying because they didn’t have any fertillizers. so that’s why i agree with the author.,3
1262_020031091.docx,"i choose yes, because we won’t know unless we try. one example that supports my answer is when they start talking about the sad parts then the happy part. because it support my answer that it tells you that when there are problem you can change it and make it better. they made plans to help the villagers from poverty. it shows that to never give up and think of special ways to help the poor village called sauri. 
	the second example the convince me to say yes is when she mention the people who were dieing because sickness. it makes me want to believen harder that we can bring the the village better. there are many people who were sick no food and really really poor. those people also have little cloving. some people got infected by mosquito bites. we need to donate medicine money clothing and more. 
	the third example is there a lot of poor, sad people. i don’t like people being sad and have a bad life. it makes me worry a lot and makes me want to help them. people sit in the dust selling some supplies of food witch means they need money to by medicine, and more. 
	the fourth examples is when people crops are dieing, no water, and electricity. people eat dead crops in sauri because they don’t have water transportations. the soil have no nutrients. i don’t like that. i want them to have steady supplies. especially before winter. 
	the part that makes me really sad and wish it can stop is when people in sauri villages die everyday. then there will be a shortage of people. so i wish the people who are planing a plan to help have to hurry. i wish luck to the villagers and planners.",1
133501Y3_000539566.docx,"133501f11_000539566
i think that hanna sachs conviced me that winning the war against poverty is achievable in our lifetime” because in this life time we can raise money by doing carwashes, selling lemonade and putting diefferent types stands to sell things to raise money to get people out of poverty. in this article hanna and her dad helped sauri improve on getting more water, more food, more space to grow crops, more shelter, and treatment in hospitals. in the begin of the villages project hanna and her dad had some troubles because each day about 20,000 kids died from a disease called millaria. so, there was a treatment called nets to get rid of the millaria, but the problem was that families couldn’t afford it because they had no money. but as hanna and her dad helped raise more money, they were able to help those in need and they were able to get people in sauri out of poverty. hanna’s goals were to get people out of poverty, assure them to health care and help them stabilize the economy and quality of life in the upcomping years. 
today people are still raising money to help those in poverty, such as the pepole in haiti. many celeberties such as mary mary, cindy lauper, janet jackson, ll cool j and jamie foxx are all still spending their money to help families in need. they even sang a song called “we are the world”. they sang that song for haiti to send them a message stating that people are here to help them and that they are never alone”. now that i have read this article i now, know., that anything is possible as long as you set your mind to do it and that it is what you want to do. 
",1
122501Y2_000511070.docx,"yes we can stop poverty in a life time. we can stop poverty by giving the yala sub-district hospital medication. we can stop poverty by giving firtilizer, seeds, and all the tools that the farmers need to grow more and better food supply. we can give the schools money for better school supplies, more food for the schools and the children’s parents. we can stop poverty by giving the people in africa more clothing and more water. they need more money so they can build undergroud waterpipes and electricity wires. they might need a blood trasplant if their very sick. they might need a lung, kidney, or a organ tranplant. they need money for shoes and socks. they need money to pay the bills and the rents and even the morgaage payments. they need money to get better chairs. they need money for computers. we can donate little electronics like phones, clocks, printers and other devices.",1
118502Y2_000523868.docx,i think the ahthour put up a good fight about poverty and helping the world out. and in my opion i think that in my life time they will be able to reach the goal of poverty and helping the children around the world. i think it because in the story it says that children have lunch now. also it says the hospital has water and light and free medinces. and it says that the children have school supplies and i think they can.,2
152501Y3_100321138.docx,"yes, she said people in kenya are dieing, sick, and starving. she say’s that there are no doctors, medicens , and there are, people dieing from preventable diseases. she also says kenyas population is decreasing  rapidly but the progress is riajing people in amrica are donating food, mony, bikes, school supplies, vacens.",1
111591Y2_000487959.docx,"it is good to fight for poverty because in that country there where millions and millions of people poor, sick, and almost homeless. so i think it was wonderful that the author to think that way. i would also think that way so much that it would make me cry because there are so many people almost near to death and get sick, not enough to eat, also homeless or close to be homeless. i wish i was there to help. it’s good to have a life and on our home earth! i think it is achievable to fight for a better life.",1
1051_020067091.docx,"the author did convince me that ending poverty is achievable in our lifetime. the article explains how fast the millenium project can bring help. reading the article shows the lives of the struggling people. water and electricty are luxury to the saurian people, while to americans it is to our disposal. so for united nations to help isn’t much of a deal. the hospitals couldn’t help because of the lack of modern medicines, water, electrictity, and good doctors. the program changed that in just 4 years. they conneted good, clean water to the hospitals. there is a also a generator for the hospital. citizens in “non” countries have the luxury of going to schools and recieving a good education, villagers in countries like kenya don’t. very few children get to go to school in kenya. the program changes that, they give kids free education, and free lunches. attendance has gone up, meaning more kids are getting a education. the food crisis is gone as well due to the fact that millenium villagers project provide seeds and fertalizer to farmers.",3
1241_020026336.docx,"she convinced me that the poor will end but at the same time i dissagree because there is so many poor people in the wrold. the poor will probally not end because it’s some times your choice to pick if you want to be poor or living in a nice house with your family. in the story its like she’s trying to tell people if i can do it you can to. life is not like that you have to take around 10 years or more just to help the poor. what you realy have to do is ask people for donations, clothes or any thing that will help out the poor. there are so many places in the entire wrold almost half of the wrold are poor or it might be 100% of people thats poor. and its hard because it will take along time to make progress for the poor because alot of people die off of starving and scikness. even as a grown up its hard to help out with the poor. because you need to start off as a little group. and it will grow to be a big group and then you can realy help out the poor but it will take lots of money and progress. and the longer it take the more years it take and the faster it take the faster it grow.",1
105501Y1_100222846.docx,"the author thinks that children in the u.s should learn about how their life was before the millenium villages project before and after. she wanted us to learn and know how hard their lives were and how they had to live with what they had. their lives were in constant danger before the millenium villages project. for example there children were dying everyday because of mosquitoes carring malaria. this was be cause they couldn’t afford to get bed nets or have enough money to afford the right treatment there child needed. another example is that when the children went to school the didn’t get lunch because they couldn’t afford to feed them a midday meal. that’s how rough their their lives were and how poor they were. after the millennium villages project there life wasn’t so hard because there hospital has the medicines they need, running water, and a generator for the electricity. now the schools are serving lunch for the children. for example now when the children go to school they get lunch so now they are most likely focusing more and doing better. another example is when they go to the hospital they have water, electricity, and medicines so now they won’t be there in the dark with no water and not many medicines. i infer that life is not as hard and they are not having as many problems in kenya.",3
1211_020023822.docx,i think “winning the fight against poverty “is acheivable because they are in really bad condition and some people notice it. like kenyans need fertilizer and better supplies for the schools. i think that people will realize that they are in need and help out. if more people helped out like they already did by making all the medicine for common diseases free then they will succed and make kenya better. if people helped out the people in kenya by helping them build better things and help the schools and the people get more money then we will win the fight against poverty.,2
102601Y2_100090475.docx,yes the author did because the text sais “the people of sauri have made amazing progress in just four years” because now they have medicen and nets.  also it said hospitals now have running water and hydroelectricity.  something else is now they have more fertlizer and mor seeds.,2
127501Y2_000511786.docx,"yes, i think the the author convinced me that you could win thefight because in 2004 before the mvp kenya needed help with schools, hospitals, farms and the malaria disease. in the schools children didn’t have enough supplies for the children to learn and they really wanted to learn. when mvp came / the girl came they gave the school lunches which they needed for energy and supplies for the children to begin to learn.hospitals in kenya wern’t good either, because in the hospitals there were no doctors for the children and adults there were only clinical officers, and there were at least 3 children in one bed and 2 adults in another. when the mvphelped them there were alot more doctors and enough medicene, water and electricity for the children and adults.farms in kenya had no water and fertilizer for their crops,but the mvp made sure that they had it. the malaria disease killed people and was from mosquitos.kids would die and many adults would get sick.mvp would give them more bed nets for free because they were $5.00 and many people in kenya couldn’t afford them. the mvp really convinced me because the mvp helped the hospitals, malaria disease problem,farms, and schools. they convinced me because it shows that winning against proverty is achievable in our lifetime because alot of things was achievable in kenya. the author also convinced me because it showed that they already won the fight against proverty in kenya by helping the children and adults, and also by the mvp giving the hospitals, schools and farms the important things that they need like medicene, fertilizers, water and more. this is why the mvp/aurthor was able to really convince me that the author provided information telling me that winning the fight against proverty is achievable in our lifetime.",3
106591Y3_100310578.docx,"yes, she did because i do belive winning the fight against poverty is achievable because they are increasing their steps to get rid of poverty. for example they let hospitals charges be free of its a common disease. they let schoold be free of charge and they serve meals. finally they also have no elctricy, lack of water, you had to pay for school, everything in the hospital you had to pay, you had to buy bed nets, and they didn't even serve lunch at school. but once again they have improved in all those things. sauri is at least now a better place. she also convinced me that other countries might gorn in and help sauri. she also made me feel lucky that i am living better than how those people on sauri lives.",3
133501Y3_000533192.docx,"based on the article, the author did convince me that ""winning the fight against poverty is achievable in our lifetime"" because in our lifetime, people have been figuring out solutions for diseases such as malaria. because of poverty, many people may only have a little money or no money at all so they can't really buy cures for sicknesses or bed nets. at the end, the author said that winning the war against poverty may not be an easy task, she means that preventing people from poverty may not be an easy task, which is true because more people have been in poverty, but the millennium villages project have been helping more and more people so they can get cured from diseases. so in the end, move and move, people are out of poverty, there is meals in school, there is move technology, and more hospitals.",3
1312_020034830.docx,"i think that winning the fight against poverty is achievable in are lifetime because the people in sauri they were poor, didn’t have no money, medican, water nothing and look at them now they everything thing that they need like they can have thier kids go to school because its free unlike in 2004 they had to pay. they also had it bad in health because they had so many diseases were thier and the doctors didn’t have anything like they have now. unlike in 2004 to they had no electricity, no medican, no bed net so the mosquitoes won’t bite you. another evedince is they didn’t have no water or fertilizer because of that they couldn’t grow crops so they couldn’t eat but now they have all these things so they can have all the nutrients they need to survive. think of it like this look at all we had back then and look how they had it to we had more stuff than them. look at them now they have everything they nees out there but look at us were being stingy not even thinking about other people if hannah sachs can do it and change the big of a mess no afence of world than we could at least change a little bit i’m here to tell you that we can change the world.",3
123501Y2_000511375.docx,"the author convinced me because it is wrong that young children have to live of $1 a day, and the have nothing to eat.
also the kids can eat at school and have more energy to focus and get a better education.
the parents can provide bedsheets so them and their kids so they can't get sick.",1
1381_020014546.docx,"yes, the author did convince me that winning the fight against poverty is achievable in our lifetime. i think yes because sauri started out poor with less that one dollar a day. as said in second pharagraph of the background information. that was in 2004, but in 2008 they made amazing progress. in the pharagraph a better life - 2008 it shows the major progress in four years. the hospital got medicine, free of charge for all the most common diseases. they got fresh running water, electricity, and food. the school had no fees, serves lunch for the students. all that made the schools attendance rates go way up. as said in the first pharagraph of a better life - 2008. hannah sachs has a dream that when her kids are 12 years old she wants the kind of poverty to be a thing of history, as said in the conclusion pharagraph. it won't be an easy task, but if we work together we can acheive this goal!",2
1042_020015570.docx,"is it possible to “win the fight against poverty?” well the answer to that is yes! in this article, a brighter future, the author had convinced me that it is possible and it started when she traveled to the millennium village in sauri, kenya.
	when hannah sachs traveled to the millennium village she saw the daily life of the people there, the natives were suffering from disease and the life style quality was not very good. in the article it said, “on that day in 2004, we followed the village leaders into yala sub-district hospital. it was not in good shape. there was no doctor, only a clinic officer running the hospital. it is hard for me to see people sick with preventable diseases, people near death when they shouldn’t have to be.” these quotes show that the natives have a poor lifestyle because they are suffering from disease. the natives were also poor. in the article, it also said, “their crops were dying because they could not afford the nessary fertilizer and irrigation. many kids in sauri did not attend school because their parents could not afford school fees.” these quotes showed that they were poor. so far the life in sauri is bad, but it’s getting better. 
	just in four years the people in sauri had better progress. the first paragraph under “a better life-2008” is proof that the people of sauri are getting better lives. the yala sub-district hospital has medicine free of charge, running water a generator for electricity, there are no school fees and lunch for the students.",3
118501Y1_000564558.docx,"i think author wrote this passage to tell us about the hardships in kenya, and that we need to be greatful for the live that we live. any where around the worlds people could be living a terrible life. also after the millennium villages projects helped them it improve their lives by so much it tells that we all did a good job in working together, for example before they helped them, they didn’t have enough to eat, they were getting sick and couldn’t even afford to get treated. there was no doctors at hospitals. they also could not afford to go to school. that’s why i am glad that the helped kenya by: no school fees, medical fees, and fertilizer and seed to maintain food suply.",2
1012_020023007.docx,i think the author convinced me “winning the fight against proverty is achievable in our life time”. that we should have more medicine and fertillizer and seeds and more school supplys and more clothing,2
1332_020015553.docx,"no, she didn’t convince me because just one single village must have been extremly hard. not to mention people would have to raise a ton of money to support all of the changes. i don’t think we can achive a world without povety in our lifetime but maybe in future generations",1
1391_020010187.docx,"the author convinced me that “winning the fight against poverty is achievable.” it could be achievable with hard work. for example, sach’s statement is “dramatic changes have occurred in 80 villages across sub saharan africa” (2). hard work for 4 years can change everything.
	it was a disaster in kenya, “their crops were dying because they cannot afford the necessary fertilizer and irrigation,” “time and agan they plant more crops, but they just die.” they worked together, fought poverty, and now have a better life. fighting poverty might take years, your love ones might pass away but when poverty is over you will live a better life. 
	it was horrible on the year 2004, the hospital was not in good shape, the rooms were packed with patcints who would probaly not recieve treatment, either the people do not have it or they can’t afford it. there was no running water or electricity. 20,000 kids dies from diseases each day. hannah get scared. later in 2008 the hospital fee was free, there was no electricity and water.
	if you work hard and wait you could fight against poverty. you could live a better life; lives can be saved.",2
106502Y2_000524457.docx,"people in sauri kenya need your help!
according to the text the author provided a conving argument because the way they are living now is not good because one the children are barely getting education because you have to pay. two the mosquitoes are killing a big number of kids and humans and the only thing they have is nets that have medicane in them but they cost five dollars for them to get one to last 5years. 3 they dont have a lot of fertilizer to make crops to have food. 4 they did not have enough electricity. 5 the hospital was packed with people. this all happen in 2004. in 2008 it improved because the hospital has medicane free of charge. bed nets are used in every sleeping site. there are no school fees and school serves lunch to students. they had enough fertilizer to plant crops. they also had enough electricty to cook the food. also they did not have clothes that were torn up riped dirty. also they had water to wash their clothes agian so they can wear them over. also they had more school supplies for the students so they can learn even better. they also had some food to give them enough food for one meal. also the attendence rate went up alot then what it was before. also they had clothes for the babys so they did not have to be rapped up in cloth. also they had carriers for babys.",3
106691Y2_000529479.docx,yes because the projet they did was on a book probly. they were talking about the people in the artical. also they were talking about what they need such as the health problems. ther was a bug called the mockets. the mocto is a bag that takes blood and repaces it with dieeses. the dieese affet chicldrin the most. one bite might even kill them. the adults can with stand the bug bite. but they get very seak. the bug only comes out at night they cant even get the kids into shool. the reson why is because they need mony to get the kides into school. but they dont have any mony. sometimes they tille kides to go get the wood or go fech some water. they need water to drink and wood to starat a fire to keep warm. if they did not have any wood they would jost be cold. if they had no water they could die. they also hunt for food. if we can help we can give them food instead of hunting animales. why did the kids have to get water for the adlts? who hunted the animles?,1
1072_020035100.docx,"yes, i think it is possible because suri did it and so can we. suri had bet nets but some people didn't have only they coast 5 dollars. but the people of suri only lived on 1 dollar a day. so they couldn't save becaused they needed to eat. but other people helped them so that means that we have to help thers. last but not least if they can do it so can we.",2
1262_020029321.docx,"i think we can win the fight against poverty in our lifetime.  my opinion is if everyone in the world helped out we could achieve this goal.  if a group of people working together, like in the story can do so much imagine what would happen if everyone in the world gave a bit of there part.  with everyone helping out it would end faster.  i believe that (like in the story) if we tryed helping out with little donation such as food and clothes we would be much closer in achieving the goal.  in the future if all of us work hard we could achieve our goal in no time.  if we all try these simple things we will be able to change so much over the years.  in the future with alot of effort we could end poverty forever.",2
138691Y2_000575313.docx,"yes winng the fight aginst provety is achivieable because they are getting help from all over the world and people are helping them giving food and care, money and showing respect and being help ful because alot of them have no money cant go to school cant afford for things they need like bed nets or school fees. they also use fertelizer so they can grow plants and they have water and less and less people are being poverty. proverty is going to end when every one who needs help succeeds and less people become porvety and less people getting disses and being able to go to school.",2
1341_020029709.doc,"i doubt that it is possible to win the fight against poverty.  there are many ways the fight could fail. examples include:  loss of money prices rising, &c. &c.  however, the biggest one is corruption.
      loss of money could dramatically change the outcome of the fight.  once people see that the cities are fine, they will stop supporting.  or, people will see less progress, day after day, month after month, &c. &c.  once people see the loss of progress they will begin to doubt they can win the fight.  as the doubt grows bigger, more people will stop supporting.  if there are less supporters, there will be a loss of money.  the cycle will start over again.
      prices are another variable that can change the outcome of the fight.  if prices rise, there will be a shortage of money.  if there is a shortage of money, there will be doubts.  as i said before, the cycle of losing money will continue.
     now, the biggest change of the outcome is corruption.  the people who organized the project will die.  new people will take over.  if the new people are corrupt, they will use the money for their own selfish needs.  if they use a little bit of money, greed will take over.  after some time, greed will have its its effect, and there will be absolutely $0 to give to the poor.
     as i already said, there are many reasons that the fight against poverty could fail.  the first is loss of money.  the second is the rising of prices.  the biggest reason, is corruption.  however, if none of these happen, the project might be a sucess.",1
121502Y3_000491705.docx,"yes. the author did convince me that winning the fight against poverty is achievable in our lifetime. i say that because the story states that the plan is to get people out of poverty, assure them access to health care and help them stabilize the economy and quality of life in their communities. the goals are suppossed to be met by 2015. another thing that the millennium village project is trying to do is fight for better health. the story states that there were three kids to a bed and two adults to a bed. the rooms were packed with patients who probably would not recieve treatment, either because the hospital did not have it or the patients could not afford it. i feel that the fight for better health could be improved by the hospitals trying to provide more medicines for patients who are sick. lastly another thing the story  states is what it will really take is for the world to work together to change poverty-stricken areas for good. when my kids are my age, i want his kind of poverty to be a thing of history. it will not be an easy task. but sauri's progress shows us all that winning the fight against poverty is achievable in our lifetime.",1
123501Y2_000520869.docx,"the author convinced me that you can win the fight against proverty because the beginning of the article everything was not afforable. then changes occurred every thing was affordable. people could go to the hospital, they could afford fertilizer and food. this is like the time i
-i got a bad grade on my spelling test then i studied and got a better grade
then there was that time
-i could not do a cart wheel and then i practiced and when i did it again i did a perfect cart wheel.",1
1302_020062806.docx,"no, i don’t think it is possible to have no poor people in the world. i don’t think it’s possible because not everyone can work as hard as they can. there’s also not as much jobs as people need to get rich, people can’t get rich without jobs. there’s also another reason why, the government cannot have enough money for everybody in their country to get rich. not every countries’ government could afford rich people.",1
139691Y3_000515483.docx,"the author did convince me that winning the fight against poverty is achievable in our lifetime. winning the fight against poverty will a lot of people in kenya, less people will die from treatable/curable disses or less kids wouldn’t be hungery during school. farmers don’t have to worry about how much crops they can harvest to feed their family because the soil will be fertile enough for them to grow plenty of food. and more kids can go the school so they can learn.",2
102601Y2_000487880.docx,"no, the author did not convince me that “winning the fight against poverty is achievable in our lifetime.”  because in the text all they are doing is improving it they have not fully stoped poverty, for example “the people of sauri have made amazing progress.  the yala sub district hospital has medicine, free of charge, for all of the most common diseases.  the hunger crisis has been addresd with fertilizer and seeds.  i infer by 2015 it will be done.",1
158601Y3_000494823.docx,"yes she did. she explained in the beggining how many people died in africa and how unstable it is there. and she explained that by having more supply’s and a better life there we can save many people. she also explained how kids try thier best so they can learn as much as they can. but they don’t have the energy at the end of the day because they don’t have lunches like we do. and from her point of view, and mine, there should be many improvements, by making kids go to school, medicine, safer conditions. so yes i do agree if she has proved her point because she has. if anyone can make a difference it’s all of us.",2
1312_020031366.docx,"yes, the author convinced me that winning fight against provety is achievable in our life time because later on in my life they will face lots of problems and we will fight for provety in our life time. who will help those kids who are facing malaria. and i think this fight against provety will be achievieble because after four years progress the yala sub-district hostpital has medicine free of charge for all of the most common diseases. also water was connected to the hostpital, which also has a generator for electricity. in four years progress bed nets were used in every sleeping site in sauri. the hunger crisis has also been adressed with fertilizer and seeds, as well as the tools needed to maintain the food supply. there are no school fees, and the school now serves lunch for students. the attendence rate is way up. dramatic changes have occuried in 80 villages across sub-saharan africa. the progress is encourageing to supporters of the milleneum villages project. the people in kenya are in progress to the way of winning the fight against provety.",2
118501Y1_000494985.docx,i think it is important beacause we should know how good we have it here in our homes. when she first went people were dying on the verge of dying or dead. now kenya has doctors medicine and seperate beds.,1
1181_020000151.docx,she did convince me that winning the fight against poverty is achievable in our lifetime because she said the people of sauri have made amazing progress in just four years.,1
102501Y2_000509886.docx,"in this essay, i will explain to you why the author convinced me that winning the fight against poverty is achievable in our lifetime.
in the article the article, a brighter future, the author talked about an experience of their own led them to a journey that changed the lives of hundreds of people and also the health and needs have improved to lead into a better future, this action needed to be taken seriously to help stop the poverty in kenya and to give children a chance to go to school and be able to get an education and be able to learn like most children have alway wanted.
this article has convinced me that winning the fight against poverty is achievable in our lifetime because in the subheading “a better life-2008” it clearly states that, the people of sauri have made amazing progress in just four years.  the yala sub-district hospital has medicine, free of charged, for all of the most common diseases.  water is connected to the hospital, which also has a generator for electricity, bed nets are used in every sleeping site in sauri.  the hunger crisis has decreased and plenty of people are no longer suffering of hunger.
this is why the author of the article, a brighter future, convinced me that winning the fight against poverty is achievable in a lifetime.",2
118501Y1_000487215.docx,"becuse it was a poor city and pepole should know adout it before the proget pepole were dieing running around in mess up cloths and did’nt have know and they couldn‘t learn in school they didn’t even have a meal in the middile of school so they didn’t have any energy to do evnything but after the progect they had doctors warter cloth not mess up cloth and were not pore they had food and happness a shoe
and thats is why the united states of areca should know adout this acterdile",1
1381_020011713.docx,"“winning the fight against poverty” as the author put it, is achieveable but not in our lifetime. it could be in our childrens’ lifetime or the lifetime of earth itself. i say this because the year we’re in now, 2012, and 2015, the year in which the goals are supposed to be met, is only three years away. when the author wrote “winning the fight against poverty in our lifetime,” did she mean the poverty only in kenya, africa or the countries that are in poverty all over the world? if she was just writing about kenya, africa, then yes, i believe that the goals will be met by 2015 or so, because supposedly “dramatic changes has occurred in 80 villages across sub-saharan africa,” and hopefully by now, better/more changes have occurred since 2008. now, if she meant the whole world will no longer have poverty, then that’s a bit exaggerated, but the united nations can try to “make the world a better place,” but don’t try too hard so that you’ll need to add taxes to people ‘cause you’re running out of money. good luck!",2
126501Y3_000529941.docx,"the author convinced me that winning the fight against poverty is achievable in our lifetime. in the text it says that in sauri, there are no school fees. school fees cost a lot of money and in sauri are impoverished. this makes sauri have a lot of money. there are bed nets which is $5. this prevents people in sauri go to the hospital.  paying $5 is better than paying for a hospital bill. the medicine from the hospital is free of charge. the people in sauri can grow their own food because fertilizers and seeds have been addressed, which cost less than the tools needed to maintain food supplies. i know not paying for school fees, going to he hospital less, and growing your own food will help save money.",2
1032_020033382.docx,"yes because she said in 2008 “the people of sauri have made amazing progress in just four years!! i think that’s a factor because no w it’s 2012 and that’s another four years. she also said that the medicine at the hospital is free of charge and that’s good because ther used to not be able to afford it, it also has running water and electricity. people aren’t getting sick as much because every sleeping site has a bed net. they also more fertilize and seeds and all tools for farmers.",2
1401_020014051.docx,"i believe that yes the author convinced me that “winning the fight against poverty is achievable in our lifetime” because he did say that there first glimse of sauri did show them that there was plenty of work to do. wich means they’ve already done some work.
	also since they’ve made an amazing progress from 2004 too 2008 i think they can achieve winning the fight against poverty in our life time. it can also be achievable because the cost of money isn’t so high and some “hospitals have medicine, free of charge, for all the most common diseases.
	many kids did not attend schools because their parents couldnt afford school fees. they didnt have good meals like we do now and days i feel like if they keep fighting against poverty, we can really make it to our life time. also they only had certain amounts of things they could learn is school",2
106502Y2_100223674.docx,"people are dieing in sauri
kenya and we need to stop it. i think that the author provided a convincing argument in the story. because she was saying that there basic need were water, clothing, food and selther. i feel sorry because i wish i could help. but other then that ive seen growth in the last four years. it seems that people want to stop poverty in sauri kenya and we are trying to do are best. i believe that in the next 4-6 year i think there homes and thing are going be much better. and i firmly believe that poverty in 2015. my opinio is that most children well be happy and most famliy well be happy. i feel that this story is worth reading and that i still feel sad even though they have alot of stuff change. my understanding is that they want to do better and that they need bed to my under standing bed net would help them keep from going to the clinic. there changeing from 2004-2008 where very good the got water, more school thing more clothing and more bednet. when i grow up i want to help them and start a foundation called the cd3 and it going be with the kids in affica and it going help them do better in thing",2
106691Y2_000570912.docx,"i think that wining the fight agenst poverty is achievable. i think its achievable because they are building new things and they are starting to get better tecnology like 20,000 kids die from malarial every day but they have made a bed net to keep them away and to keep the children safe. they also improved on the hospitals to like they used to be poor like they had no metecin and no doctor but now they do. and they have better schools because now they have more books and technologys with runing water and a generator.",3
1032_020030541.docx,"i think they will be successful, but it will be very hard to acomplish by 2015. 
if it only took four years to treat the cause of the situations and ou get that much progress and it has been 4 more years than we are on a role to cure poverty.
the medical needs need to come first and emphisize it. if you have more doctors and nurses more people will be avalible.",1
102501Y3_000515365.docx,"i feel that the author did convince me because africa is a very poor country and in only 4 years kenya achieved a lot because kenya doesn’t have a lot of money so many things are not like the u.s. around 20,000 children died a day in 2004 because of no medicine also in 2004 there were a little bit children in school, but in 2008 life was a lot better children had a much better education because of there being supplices for school and hospitals has also had a big change there wasn’t any net beds in 2004 but in 2008 there was medicane and net beds. i think kenya has a big difference and that makes my day knowing that.",3
1412_020034940.docx,"i think that this article convince me because now we have education, water, electricity and we have better health.
health: i suport heath because now we have better heath. we also don’t have to pay for the medicines most of the time. in some hospital’s you have to share white another person. now in hospitals thers alot of doctors that help you. in hospitals thers water and electricity.
water, fertilizer, knowledge: i also suport this because we have food and we have water. people also have good jobs, but not always. before people coulden’t afford food because they diddent have jobs and it was hard to find one. now most of the people have jobs and some don’t because they are still looking for one or because they don’t like to work. now people also plant seeds of food in their backyard to try and safe money so they don’t go to the store and waste money. but other people have to go to the stores to buy water, food, and other things.
education: i also support this because we have education. we have supplies and food at school. we have energy because we eat at school and we also learnd because we have books and we have supplies. i think now everyone has education at school and they also have school lunches and supplies.
i think that this article convince me because before they diden’t have alot of things. now we have jobs, food, water electricity, education. ther’s still people that don’t have that but i think that evry year its getting better.",2
